Protein-Name,Substrate,Subtype,Family,Family Name,Transporter Class,TC number
ECP_2117,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_2136,sugar efflux?,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_2210,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_2223,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_2282,glycerol-3-phosphate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_2289,D-galactonate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_2361,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_2386,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_2392,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_2429,sugar,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_2541,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_2589,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_2646,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_2651,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_2745,metabolite (benzoate?),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_2748,nitrate/nitrite,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_2770,D-galactonate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_2784,multidrug efflux?,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_2848,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_2854,sugar,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_2937,sugar,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_2958,sugar,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_2978,multidrug efflux?,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_2982,multidrug efflux?,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_3184,D-galactonate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_3217,D-galactonate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_3307,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_3455,sugar efflux?,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_3568,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_3623,sugar,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_3649,oxalate:formate antiporter,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_3868,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_3872,multidrug efflux?,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_3873,multidrug efflux?,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_3879,multidrug efflux (Bcr/CflA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_3892,D-galactonate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_3910,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_3954,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_4085,multidrug efflux?,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_4091,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_4092,sugar,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_4175,D-galactonate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_4179,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_4354,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_4453,D-galactonate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_4668,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
ECP_1061,virulence factor MviN,MVF,MOP,The Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase SuperFamily Secondary Transporter,2.A.66
ECP_1610,multidrug efflux,MATE,MOP,The Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase SuperFamily Secondary Transporter,2.A.66
ECP_1960,multidrug efflux,MATE,MOP,The Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase SuperFamily Secondary Transporter,2.A.66
ECP_1968,multidrug efflux,MATE,MOP,The Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase SuperFamily Secondary Transporter,2.A.66
ECP_2081,polysaccharide export,PST,MOP,The Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase SuperFamily Secondary Transporter,2.A.66
ECP_2086,polysaccharide export,PST,MOP,The Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase SuperFamily Secondary Transporter,2.A.66
ECP_3068,polysaccharide export,PST,MOP,The Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase SuperFamily Secondary Transporter,2.A.66
ECP_3983,multidrug efflux,,MOP,The Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase SuperFamily Secondary Transporter,2.A.66
ECP_4262,multidrug efflux,MATE,MOP,The Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase SuperFamily Secondary Transporter,2.A.66
ECP_0411,cytosine/purines/uracil/thiamine/allantoin,,NCS1,The Nucleobase:Cation Symporter-1 (NCS1) Family Secondary Transporter,2.A.39
ECP_0571,cytosine/purines/uracil/thiamine/allantoin,,NCS1,The Nucleobase:Cation Symporter-1 (NCS1) Family Secondary Transporter,2.A.39
ECP_4032,cytosine/purines/uracil/thiamine/allantoin,,NCS1,The Nucleobase:Cation Symporter-1 (NCS1) Family Secondary Transporter,2.A.39
ECP_2878,xanthine/uracil,,NCS2,The Nucleobase:Cation Symporter-2 (NCS2) Family Secondary Transporter,2.A.40
ECP_3870,xanthine/uracil,,NCS2,The Nucleobase:Cation Symporter-2 (NCS2) Family Secondary Transporter,2.A.40
ECP_3914,xanthine/uracil,,NCS2,The Nucleobase:Cation Symporter-2 (NCS2) Family Secondary Transporter,2.A.40
ECP_4293,xanthine/uracil,,NCS2,The Nucleobase:Cation Symporter-2 (NCS2) Family Secondary Transporter,2.A.40
ECP_0573,xanthine/uracil,,NCS2,The Nucleobase:Cation Symporter-2 (NCS2) Family Secondary Transporter,2.A.40
ECP_1005,xanthine/uracil,,NCS2,The Nucleobase:Cation Symporter-2 (NCS2) Family Secondary Transporter,2.A.40
ECP_2499,xanthine/uracil,,NCS2,The Nucleobase:Cation Symporter-2 (NCS2) Family Secondary Transporter,2.A.40
ECP_2876,xanthine/uracil,,NCS2,The Nucleobase:Cation Symporter-2 (NCS2) Family Secondary Transporter,2.A.40
ECP_2881,xanthine/uracil,,NCS2,The Nucleobase:Cation Symporter-2 (NCS2) Family Secondary Transporter,2.A.40
ECP_3752,xanthine/uracil,,NCS2,The Nucleobase:Cation Symporter-2 (NCS2) Family Secondary Transporter,2.A.40
ECP_0020,sodium ion:proton antiporter,,NhaA,The NhaA Na+:H+ Antiporter (NhaA) Family Secondary Transporter,2.A.33
ECP_1229,sodium ion:proton antiporter,,NhaB,The NhaB Na+:H+ Antiporter (NhaB) Family Secondary Transporter,2.A.34
ECP_4615,sodium ion:proton antiporter,,NhaC,The NhaC Na+:H+ Antiporter (NhaC) Family Secondary Transporter,2.A.35
ECP_4618,sodium ion:proton antiporter,,NhaC,The NhaC Na+:H+ Antiporter (NhaC) Family Secondary Transporter,2.A.35
ECP_2144,nickel ion,,NiCoT,The Ni2+-Co2+ Transporter (NiCoT) Family Secondary Transporter,2.A.52
ECP_2145,nickel ion,,NiCoT,The Ni2+-Co2+ Transporter (NiCoT) Family Secondary Transporter,2.A.52
